MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero
黄蝰蛇0,YellowSnake,0,0,55,0,1700,1700,7,0,5600,TRUE,TRUE,FALSE,TRUE,SerpantValley\ViperCave\YellowViper0,11,11,15,15,44,52,0,0,0,0,16,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者蝰蛇,GiantWhiteSnake,0,0,55,0,1900,1700,7,0,12000,FALSE,TRUE,FALSE,FALSE,SerpantValley\ViperCave\GuardianViper,10,10,15,15,15,45,0,0,0,0,16,16,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
翼虎,Yimoogi,36,0,70,10,800,600,7,0,20000,FALSE,TRUE,FALSE,FALSE,SerpantValley\ViperCave\Yimoogi,40,40,45,45,70,130,0,0,0,0,25,25,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宝盒,Treasurebox,3,0,60,0,1000,1500,7,0,0,FALSE,TRUE,FALSE,FALSE,,0,0,100,100,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
精英阿彻,ZumaArcher,8,0,40,0,2000,1000,7,0,3400,TRUE,TRUE,FALSE,FALSE,,12,12,18,18,12,30,0,0,0,0,15,15,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
精英雕像,ZumaStatue,15,0,50,0,2000,1000,7,0,3600,TRUE,TRUE,FALSE,FALSE,,15,15,15,15,30,50,0,0,0,0,17,15,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
精英守护者,ZumaGuardian,15,0,50,0,2000,1000,7,0,4000,TRUE,TRUE,FALSE,FALSE,,15,15,18,18,30,55,0,0,0,0,17,15,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶蜘蛛,CrystalSpider,0,0,65,0,2000,1000,7,0,4500,TRUE,TRUE,FALSE,FALSE,,12,12,15,15,25,50,0,0,0,0,17,15,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶之猪,KingHog,0,0,65,0,2000,1000,7,0,10000,TRUE,TRUE,FALSE,FALSE,,12,12,15,15,25,50,0,0,0,0,15,17,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑魔王,BlackMaggot,0,0,28,0,1500,600,7,0,250,TRUE,TRUE,FALSE,TRUE,MongchonProvince\BugCave\BlackMaggot,5,5,0,0,10,15,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑魔王0,BlackMaggot,0,0,28,0,1500,600,7,0,250,TRUE,TRUE,FALSE,TRUE,MongchonProvince\BugCave\BlackMaggot0,5,5,0,0,10,15,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蝎子,Centipede,0,0,26,0,2000,1500,7,0,310,TRUE,TRUE,FALSE,TRUE,MongchonProvince\BugCave\Centipede,0,0,5,5,12,18,0,0,0,0,13,15,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蝎子0,Centipede,0,0,26,0,2000,1500,7,0,310,TRUE,TRUE,FALSE,TRUE,MongchonProvince\BugCave\Centipede0,0,0,5,5,12,18,0,0,0,0,13,15,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨型蠕虫,GiantWorm,0,0,26,0,2000,1200,7,0,310,TRUE,TRUE,TRUE,FALSE,MongchonProvince\BugCave\GiantWorm,3,3,3,3,15,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨虫0,GiantWorm,0,0,26,0,2000,1200,7,0,310,TRUE,TRUE,TRUE,FALSE,MongchonProvince\BugCave\GiantWorm0,3,3,3,3,15,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
呜咽的蜜蜂,WhimperingBee,0,0,26,0,2000,1500,7,0,275,TRUE,TRUE,TRUE,FALSE,MongchonProvince\BugCave\WhimperingBee,3,3,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
呜呜蜂0,WhimperingBee,0,0,26,0,2000,1500,7,0,275,TRUE,TRUE,TRUE,FALSE,MongchonProvince\BugCave\WhimperingBee0,3,3,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
钳子,Tongs,0,0,31,0,1800,1500,7,0,340,TRUE,TRUE,FALSE,TRUE,MongchonProvince\BugCave\Tongs,5,5,7,7,15,25,0,0,0,0,13,15,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
唐斯0,Tongs,0,0,31,0,1800,1500,7,0,340,TRUE,TRUE,FALSE,TRUE,MongchonProvince\BugCave\Tongs0,5,5,7,7,15,25,0,0,0,0,13,15,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶之钳,EvilTongs,0,0,60,5,1800,700,7,0,3600,TRUE,TRUE,FALSE,FALSE,MongchonProvince\BugCave\EvilTongs,20,20,10,10,22,50,0,0,0,0,17,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恶魔之舌1,EvilTongs,0,0,60,0,1800,700,7,0,3600,FALSE,TRUE,FALSE,FALSE,MongchonProvince\BugCave\EvilTongs1,20,20,10,10,22,50,0,0,0,0,20,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶之舌2,EvilTongs,0,0,60,0,1800,700,7,0,3600,TRUE,TRUE,FALSE,FALSE,MongchonProvince\BugCave\EvilTongs2,20,20,10,10,22,50,0,0,0,0,20,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恶人通9,EvilTongs,0,0,60,0,1800,700,7,0,3600,TRUE,TRUE,FALSE,FALSE,MongchonProvince\BugCave\EvilTongs9,20,20,10,10,22,50,0,0,0,0,17,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶蜈蚣,EvilCentipede,14,0,99,5,2000,2000,7,0,6000,FALSE,TRUE,FALSE,FALSE,MongchonProvince\BugCave\EvilCentipede,20,20,50,50,40,90,0,0,5,15,50,30,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楔形飞蛾,WedgeMoth,7,0,32,0,2500,600,7,0,540,TRUE,TRUE,FALSE,TRUE,MongchonProvince\StoneTomb\WedgeMoth,1,2,2,7,8,14,0,0,0,0,15,15,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蝙蝠,BugBat,0,0,5,0,2500,1200,7,0,5,TRUE,TRUE,FALSE,TRUE,MongchonProvince\StoneTomb\BugBat,0,0,0,0,0,22,0,0,0,0,19,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
虫蝠蛆,BugBatMaggot,12,0,30,0,2500,1800,7,0,370,FALSE,TRUE,FALSE,TRUE,MongchonProvince\StoneTomb\BugBatMaggot,0,0,6,6,0,0,0,0,0,0,18,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红波尔,RedBoar,0,0,32,0,2000,1200,7,0,500,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\RedBoar,0,0,8,8,18,25,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红波尔0,RedBoar,0,0,32,0,2000,1200,7,0,500,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\RedBoar0,0,0,8,8,18,25,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红色波尔3,RedBoar,0,0,32,0,2000,1200,7,0,500,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\RedBoar3,0,0,8,8,18,25,0,0,0,0,15,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑熊,BlackBoar,0,0,35,0,2000,800,7,0,580,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\BlackBoar,10,10,0,0,20,26,0,0,0,0,13,15,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑熊0,BlackBoar,0,0,35,0,2000,800,7,0,580,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\BlackBoar0,10,10,0,0,20,26,0,0,0,0,13,15,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑豹3,BlackBoar,0,0,35,0,2000,800,7,0,580,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\BlackBoar3,10,10,0,0,20,26,0,0,0,0,15,15,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白波尔,WhiteBoar,0,0,50,5,1800,800,14,0,3600,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\WhiteBoar,15,15,15,15,30,55,0,0,0,0,17,22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白板0,WhiteBoar,0,0,50,0,1800,800,14,0,3600,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\WhiteBoar0,15,15,15,15,30,55,0,0,0,0,17,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白鲸1,WhiteBoar,0,0,50,0,1800,800,14,0,3600,FALSE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\WhiteBoar1,15,15,15,15,30,55,0,0,0,0,20,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蛇蝎美人,SnakeScorpion,0,0,35,0,2000,600,9,0,550,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\SnakeScorpion,5,5,3,3,22,28,0,0,0,0,13,15,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蛇蝎美人0,SnakeScorpion,0,0,35,0,2000,600,9,0,550,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\SnakeScorpion0,5,5,3,3,22,28,0,0,0,0,13,15,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蛇蝎美人3,SnakeScorpion,0,0,35,0,2000,600,9,0,550,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\SnakeScorpion3,5,5,3,3,22,28,0,0,0,0,13,15,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恶蛇,EvilSnake,0,0,50,10,1800,600,7,0,4800,TRUE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\EvilSnake,30,30,30,30,30,85,0,0,0,0,20,25,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恶蛇1,EvilSnake,0,0,50,0,1800,600,7,0,4800,FALSE,TRUE,TRUE,FALSE,MongchonProvince\StoneTomb\EvilSnake1,30,30,30,30,30,85,0,0,0,0,20,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的黑巫师,BlackMaggot,0,0,28,0,1500,630,7,0,3800,TRUE,TRUE,FALSE,FALSE,AncientCaves\StoneTemple\Ancient_BlackMaggot,12,12,0,0,30,40,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代黑蝎子0,BlackMaggot,0,0,28,0,1500,630,7,0,3800,TRUE,TRUE,FALSE,FALSE,AncientCaves\StoneTemple\Ancient_BlackMaggot0,12,12,0,0,30,40,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的蛇蝎子,SnakeScorpion,0,0,35,0,2000,600,7,0,4000,TRUE,TRUE,TRUE,FALSE,AncientCaves\StoneTemple\Ancient_SnakeScorpion,6,6,4,4,23,29,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代蛇蝎子0,SnakeScorpion,0,0,35,0,2000,600,7,0,4000,TRUE,TRUE,TRUE,FALSE,AncientCaves\StoneTemple\Ancient_SnakeScorpion0,6,6,4,4,23,29,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的红野猪,RedBoar,0,0,50,0,2000,1200,7,0,3900,TRUE,TRUE,TRUE,FALSE,AncientCaves\StoneTemple\Ancient_RedBoar,13,13,0,0,25,45,0,0,0,0,13,15,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的红猪0,RedBoar,0,0,50,0,2000,1200,7,0,3900,TRUE,TRUE,TRUE,FALSE,AncientCaves\StoneTemple\Ancient_RedBoar0,13,13,0,0,25,45,0,0,0,0,13,15,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的黑猪,BlackBoar,0,0,50,0,1800,800,7,0,4400,TRUE,TRUE,TRUE,FALSE,AncientCaves\StoneTemple\Ancient_BlackBoar,15,15,0,0,32,54,0,0,0,0,13,15,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代黑熊0,BlackBoar,0,0,50,0,1800,800,7,0,4400,TRUE,TRUE,TRUE,FALSE,AncientCaves\StoneTemple\Ancient_BlackBoar0,15,15,0,0,32,54,0,0,0,0,13,15,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的白野猪,WhiteBoar,0,0,50,0,1000,630,7,0,12000,TRUE,TRUE,TRUE,FALSE,AncientCaves\StoneTemple\Ancient_WhiteBoar,35,35,0,0,40,80,0,0,0,0,17,25,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代王猪,KingHog,0,0,80,0,1800,800,7,0,12000,TRUE,TRUE,FALSE,FALSE,AncientCaves\StoneTemple\Ancient_KingHog,16,16,16,16,31,56,0,0,0,0,17,25,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人鼠,BigRat,0,0,34,0,2500,1200,7,0,1800,TRUE,TRUE,FALSE,FALSE,MongchonProvince\Zuma\GiantRat,3,6,0,0,15,32,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人鼠0,BigRat,0,0,34,0,2500,1200,7,0,1800,TRUE,TRUE,FALSE,FALSE,MongchonProvince\Zuma\GiantRat0,3,6,0,0,15,32,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖玛弓箭手,ZumaArcher,8,0,40,0,2000,1000,10,0,1900,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaArcher,10,10,15,15,22,38,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖玛弓箭手0,ZumaArcher,8,0,40,0,2000,1000,10,0,1900,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaArcher0,10,10,15,15,22,38,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖玛弓箭手3,ZumaArcher,8,0,40,0,2000,1000,10,0,1900,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaArcher3,10,10,15,15,22,38,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖玛神像,ZumaStatue,15,0,50,0,2000,900,9,0,2200,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaStatue,12,12,15,15,22,28,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖玛神像0,ZumaStatue,15,0,50,0,2000,900,9,0,2200,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaStatue0,12,12,15,15,22,28,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖玛神像3,ZumaStatue,15,0,50,0,2000,900,9,0,2200,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaStatue3,12,12,15,15,22,28,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖马守护者,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaGuardian,16,16,16,16,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖马守护者0,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaGuardian0,16,16,16,16,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
监护人3,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaGuardian3,16,16,16,16,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
监护人00,ZumaGuardian,15,0,50,0,2000,700,14,0,2400,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\ZumaGuardian00,16,16,16,16,27,44,0,0,0,0,25,25,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红色雷霆祖玛,RedThunderZuma,16,0,54,5,1000,1000,14,0,5000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Zuma\RedThunderZuma,18,18,20,20,20,70,0,0,0,0,25,22,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZumaTaurus,ZumaTaurus,17,0,60,10,1000,630,14,0,12000,FALSE,TRUE,FALSE,FALSE,MongchonProvince\Zuma\ZumaTaurus,35,35,30,30,40,80,0,0,0,0,30,32,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZumaTaurus9,ZumaTaurus,17,0,60,10,1000,630,14,0,12000,FALSE,TRUE,FALSE,FALSE,MongchonProvince\Zuma\ZumaTaurus9,35,35,30,30,40,80,0,0,0,0,100,100,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的巨人鼠,BigRat,0,0,38,0,1500,800,7,0,6000,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_GiantRat,20,20,0,0,52,76,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代巨鼠0,BigRat,0,0,38,0,1500,800,7,0,6000,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_GiantRat0,20,20,0,0,52,76,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
