MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero,
EvilHog,KingHog,0,0,65,0,2000,1000,7,0,10000,True,True,False,False,,12,12,15,15,25,50,0,0,0,0,15,17,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlackMaggot,BlackMaggot,0,0,28,0,1500,600,7,0,250,True,True,False,True,MongchonProvince\BugCave\BlackMaggot,5,5,0,0,10,15,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlackMaggot0,BlackMaggot,0,0,28,0,1500,600,7,0,250,True,True,False,True,MongchonProvince\BugCave\BlackMaggot0,5,5,0,0,10,15,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Centipede,Centipede,0,0,26,0,2000,1500,7,0,310,True,True,False,True,MongchonProvince\BugCave\Centipede,0,0,5,5,12,18,0,0,0,0,13,15,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Centipede0,Centipede,0,0,26,0,2000,1500,7,0,310,True,True,False,True,MongchonProvince\BugCave\Centipede0,0,0,5,5,12,18,0,0,0,0,13,15,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GiantWorm,GiantWorm,0,0,26,0,2000,1200,7,0,310,True,True,True,False,MongchonProvince\BugCave\GiantWorm,3,3,3,3,15,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GiantWorm0,GiantWorm,0,0,26,0,2000,1200,7,0,310,True,True,True,False,MongchonProvince\BugCave\GiantWorm0,3,3,3,3,15,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WhimperingBee,WhimperingBee,0,0,26,0,2000,1500,7,0,275,True,True,True,False,MongchonProvince\BugCave\WhimperingBee,3,3,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WhimperingBee0,WhimperingBee,0,0,26,0,2000,1500,7,0,275,True,True,True,False,MongchonProvince\BugCave\WhimperingBee0,3,3,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tongs,Tongs,0,0,31,0,1800,1500,7,0,340,True,True,False,True,MongchonProvince\BugCave\Tongs,5,5,7,7,15,25,0,0,0,0,13,15,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tongs0,Tongs,0,0,31,0,1800,1500,7,0,340,True,True,False,True,MongchonProvince\BugCave\Tongs0,5,5,7,7,15,25,0,0,0,0,13,15,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilTongs,EvilTongs,0,0,60,5,1800,700,7,0,3600,True,True,False,False,MongchonProvince\BugCave\EvilTongs,20,20,10,10,22,50,0,0,0,0,17,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilTongs1,EvilTongs,0,0,60,0,1800,700,7,0,3600,False,True,False,False,MongchonProvince\BugCave\EvilTongs1,20,20,10,10,22,50,0,0,0,0,20,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilTongs2,EvilTongs,0,0,60,0,1800,700,7,0,3600,True,True,False,False,MongchonProvince\BugCave\EvilTongs2,20,20,10,10,22,50,0,0,0,0,20,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilTongs9,EvilTongs,0,0,60,0,1800,700,7,0,3600,True,True,False,False,MongchonProvince\BugCave\EvilTongs9,20,20,10,10,22,50,0,0,0,0,17,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilCentipede,EvilCentipede,14,0,99,5,2000,2000,7,0,6000,False,True,False,False,MongchonProvince\BugCave\EvilCentipede,20,20,50,50,40,90,0,0,5,15,50,30,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WedgeMoth,WedgeMoth,7,0,32,0,2500,600,7,0,540,True,True,False,True,MongchonProvince\StoneTomb\WedgeMoth,1,2,2,7,8,14,0,0,0,0,15,15,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BugBat,BugBat,0,0,5,0,2500,1200,7,0,5,True,True,False,True,MongchonProvince\StoneTomb\BugBat,0,0,0,0,0,22,0,0,0,0,19,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BugBatMaggot,BugBatMaggot,12,0,30,0,2500,1800,7,0,370,False,True,False,True,MongchonProvince\StoneTomb\BugBatMaggot,0,0,6,6,0,0,0,0,0,0,18,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RedBoar,RedBoar,0,0,32,0,2000,1200,7,0,500,True,True,True,False,MongchonProvince\StoneTomb\RedBoar,0,0,8,8,18,25,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RedBoar0,RedBoar,0,0,32,0,2000,1200,7,0,500,True,True,True,False,MongchonProvince\StoneTomb\RedBoar0,0,0,8,8,18,25,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RedBoar3,RedBoar,0,0,32,0,2000,1200,7,0,500,True,True,True,False,MongchonProvince\StoneTomb\RedBoar3,0,0,8,8,18,25,0,0,0,0,15,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlackBoar,BlackBoar,0,0,35,0,2000,800,7,0,580,True,True,True,False,MongchonProvince\StoneTomb\BlackBoar,10,10,0,0,20,26,0,0,0,0,13,15,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlackBoar0,BlackBoar,0,0,35,0,2000,800,7,0,580,True,True,True,False,MongchonProvince\StoneTomb\BlackBoar0,10,10,0,0,20,26,0,0,0,0,13,15,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlackBoar3,BlackBoar,0,0,35,0,2000,800,7,0,580,True,True,True,False,MongchonProvince\StoneTomb\BlackBoar3,10,10,0,0,20,26,0,0,0,0,15,15,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WhiteBoar,WhiteBoar,0,0,50,5,1800,800,14,0,3600,True,True,True,False,MongchonProvince\StoneTomb\WhiteBoar,15,15,15,15,30,55,0,0,0,0,17,22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WhiteBoar0,WhiteBoar,0,0,50,0,1800,800,14,0,3600,True,True,True,False,MongchonProvince\StoneTomb\WhiteBoar0,15,15,15,15,30,55,0,0,0,0,17,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WhiteBoar1,WhiteBoar,0,0,50,0,1800,800,14,0,3600,False,True,True,False,MongchonProvince\StoneTomb\WhiteBoar1,15,15,15,15,30,55,0,0,0,0,20,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SnakeScorpion,SnakeScorpion,0,0,35,0,2000,600,9,0,550,True,True,True,False,MongchonProvince\StoneTomb\SnakeScorpion,5,5,3,3,22,28,0,0,0,0,13,15,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SnakeScorpion0,SnakeScorpion,0,0,35,0,2000,600,9,0,550,True,True,True,False,MongchonProvince\StoneTomb\SnakeScorpion0,5,5,3,3,22,28,0,0,0,0,13,15,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SnakeScorpion3,SnakeScorpion,0,0,35,0,2000,600,9,0,550,True,True,True,False,MongchonProvince\StoneTomb\SnakeScorpion3,5,5,3,3,22,28,0,0,0,0,13,15,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilSnake,EvilSnake,0,0,50,10,1800,600,7,0,4800,True,True,True,False,MongchonProvince\StoneTomb\EvilSnake,30,30,30,30,30,85,0,0,0,0,20,25,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilSnake1,EvilSnake,0,0,50,0,1800,600,7,0,4800,False,True,True,False,MongchonProvince\StoneTomb\EvilSnake1,30,30,30,30,30,85,0,0,0,0,20,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_BlackMaggot,BlackMaggot,0,0,28,0,1500,630,7,0,3800,True,True,False,False,AncientCaves\StoneTemple\Ancient_BlackMaggot,12,12,0,0,30,40,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_BlackMaggot0,BlackMaggot,0,0,28,0,1500,630,7,0,3800,True,True,False,False,AncientCaves\StoneTemple\Ancient_BlackMaggot0,12,12,0,0,30,40,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_SnakeScorpion,SnakeScorpion,0,0,35,0,2000,600,7,0,4000,True,True,True,False,AncientCaves\StoneTemple\Ancient_SnakeScorpion,6,6,4,4,23,29,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_SnakeScorpion0,SnakeScorpion,0,0,35,0,2000,600,7,0,4000,True,True,True,False,AncientCaves\StoneTemple\Ancient_SnakeScorpion0,6,6,4,4,23,29,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_RedBoar,RedBoar,0,0,50,0,2000,1200,7,0,3900,True,True,True,False,AncientCaves\StoneTemple\Ancient_RedBoar,13,13,0,0,25,45,0,0,0,0,13,15,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_RedBoar0,RedBoar,0,0,50,0,2000,1200,7,0,3900,True,True,True,False,AncientCaves\StoneTemple\Ancient_RedBoar0,13,13,0,0,25,45,0,0,0,0,13,15,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_BlackBoar,BlackBoar,0,0,50,0,1800,800,7,0,4400,True,True,True,False,AncientCaves\StoneTemple\Ancient_BlackBoar,15,15,0,0,32,54,0,0,0,0,13,15,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_BlackBoar0,BlackBoar,0,0,50,0,1800,800,7,0,4400,True,True,True,False,AncientCaves\StoneTemple\Ancient_BlackBoar0,15,15,0,0,32,54,0,0,0,0,13,15,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_WhiteBoar,WhiteBoar,0,0,50,0,1000,630,7,0,12000,True,True,True,False,AncientCaves\StoneTemple\Ancient_WhiteBoar,35,35,0,0,40,80,0,0,0,0,17,25,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_KingHog,KingHog,0,0,80,0,1800,800,7,0,12000,True,True,False,False,AncientCaves\StoneTemple\Ancient_KingHog,16,16,16,16,31,56,0,0,0,0,17,25,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GiantRat,BigRat,0,0,34,0,2500,1200,7,0,1800,True,True,False,False,MongchonProvince\Zuma\GiantRat,3,6,0,0,15,32,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GiantRat0,BigRat,0,0,34,0,2500,1200,7,0,1800,True,True,False,False,MongchonProvince\Zuma\GiantRat0,3,6,0,0,15,32,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaArcher,ZumaArcher,8,0,40,0,2000,1000,10,0,1900,True,True,True,False,MongchonProvince\Zuma\ZumaArcher,10,10,15,15,22,38,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaArcher0,ZumaArcher,8,0,40,0,2000,1000,10,0,1900,True,True,True,False,MongchonProvince\Zuma\ZumaArcher0,10,10,15,15,22,38,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaArcher3,ZumaArcher,8,0,40,0,2000,1000,10,0,1900,True,True,True,False,MongchonProvince\Zuma\ZumaArcher3,10,10,15,15,22,38,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaStatue,ZumaStatue,15,0,50,0,2000,900,9,0,2200,True,True,True,False,MongchonProvince\Zuma\ZumaStatue,12,12,15,15,22,28,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaStatue0,ZumaStatue,15,0,50,0,2000,900,9,0,2200,True,True,True,False,MongchonProvince\Zuma\ZumaStatue0,12,12,15,15,22,28,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaStatue3,ZumaStatue,15,0,50,0,2000,900,9,0,2200,True,True,True,False,MongchonProvince\Zuma\ZumaStatue3,12,12,15,15,22,28,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaGuardian,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,True,True,True,False,MongchonProvince\Zuma\ZumaGuardian,16,16,16,16,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaGuardian0,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,True,True,True,False,MongchonProvince\Zuma\ZumaGuardian0,16,16,16,16,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaGuardian3,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,True,True,True,False,MongchonProvince\Zuma\ZumaGuardian3,16,16,16,16,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaGuardian00,ZumaGuardian,15,0,50,0,2000,700,14,0,2400,True,True,True,False,MongchonProvince\Zuma\ZumaGuardian00,16,16,16,16,27,44,0,0,0,0,25,25,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RedThunderZuma,RedThunderZuma,16,0,54,5,1000,1000,14,0,5000,True,True,True,False,MongchonProvince\Zuma\RedThunderZuma,18,18,20,20,20,70,0,0,0,0,25,22,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaTaurus,ZumaTaurus,17,0,60,10,1000,630,14,0,12000,False,True,False,False,MongchonProvince\Zuma\ZumaTaurus,35,35,30,30,40,80,0,0,0,0,30,32,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaTaurus9,ZumaTaurus,17,0,60,10,1000,630,14,0,12000,False,True,False,False,MongchonProvince\Zuma\ZumaTaurus9,35,35,30,30,40,80,0,0,0,0,100,100,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_GiantRat,BigRat,0,0,38,0,1500,800,7,0,6000,True,True,True,False,AncientCaves\ZumaTemple\Ancient_GiantRat,20,20,0,0,52,76,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_GiantRat0,BigRat,0,0,38,0,1500,800,7,0,6000,True,True,True,False,AncientCaves\ZumaTemple\Ancient_GiantRat0,20,20,0,0,52,76,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_ZumaArcher,ZumaArcher,8,0,40,0,1500,800,7,0,6100,True,True,True,False,AncientCaves\ZumaTemple\Ancient_ZumaArcher,20,20,0,0,52,80,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_ZumaArcher0,ZumaArcher,8,0,40,0,1500,800,7,0,6100,True,True,True,False,AncientCaves\ZumaTemple\Ancient_ZumaArcher0,20,20,0,0,52,80,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_ZumaStatue,ZumaStatue,15,0,50,0,1500,700,7,0,6200,True,True,True,False,AncientCaves\ZumaTemple\Ancient_ZumaStatue,20,20,0,0,50,80,0,0,0,0,15,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_ZumaStatue0,ZumaStatue,15,0,50,0,1500,700,7,0,6200,True,True,True,False,AncientCaves\ZumaTemple\Ancient_ZumaStatue0,20,20,0,0,50,80,0,0,0,0,15,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_ZumaGuardian,ZumaGuardian,15,0,50,0,1500,600,7,0,6300,True,True,True,False,AncientCaves\ZumaTemple\Ancient_ZumaGuardian,20,20,0,0,56,80,0,0,0,0,15,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_ZumaGuardian0,ZumaGuardian,15,0,50,0,1500,600,7,0,6300,True,True,True,False,AncientCaves\ZumaTemple\Ancient_ZumaGuardian0,20,20,0,0,56,80,0,0,0,0,15,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_RedThunderZuma,RedThunderZuma,16,0,54,0,800,800,7,0,30000,True,True,False,False,AncientCaves\ZumaTemple\Ancient_RedThunderZuma,20,20,0,0,55,110,0,0,0,0,15,16,32767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RedFoxMan,RedFoxman,45,0,55,0,1800,800,7,0,5000,True,True,True,False,MongchonProvince\Fox\RedFoxMan,5,5,15,15,40,75,30,30,0,0,16,16,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlackFoxMan,BlackFoxman,44,0,55,0,2200,1200,7,0,5000,True,True,True,False,MongchonProvince\Fox\BlackFoxMan,20,20,5,5,10,65,0,0,0,0,5,8,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WhiteFoxMan,WhiteFoxman,46,0,55,0,2200,1500,7,0,5200,True,True,True,False,MongchonProvince\Fox\WhiteFoxMan,10,10,25,25,25,55,0,0,0,0,16,16,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TrapRock,TrapRock,47,0,52,0,1500,900,7,0,1500,False,True,True,False,MongchonProvince\Fox\TrapRock,15,15,5,5,16,39,0,0,0,0,17,17,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
